Customer_ID,Age,Gender,Account_Age_Months,Contract_Type,Internet_Service,Phone_Service,Streaming_Service,Monthly_Charges,Total_Charges,Monthly_Usage_GB,Number_of_Sessions,Support_Calls,Complaints,Payment_Method,Payment_Delay_Rate,Usage_Change_Percentage,Churn
CUST-14542,71,Male,41,One year,Cable,Yes,No,50.18,2038.15,54.2,14,1,0,Mailed check,0.0124,5.7,No
CUST-14543,53,Male,54,Two year,DSL,Yes,No,40.57,2355.01,59.89,18,0,0,Electronic check,0.0523,8.14,No
CUST-14544,43,Female,6,Month-to-month,Fiber optic,Yes,No,70.97,321.55,70.03,30,3,1,Bank transfer,0.2414,-24.21,No
CUST-14545,61,Female,52,Month-to-month,Cable,Yes,No,54.65,2843.44,81.01,25,4,1,Credit card,0.1237,-7.73,Yes
CUST-14546,52,Male,27,Month-to-month,DSL,Yes,No,46.26,1138.99,80.77,24,0,0,Credit card,0.0978,-3.55,No
CUST-14547,66,Male,40,Month-to-month,DSL,Yes,No,40.23,1423.63,5.0,16,2,1,Mailed check,0.2773,-15.23,No
CUST-14548,48,Female,33,Month-to-month,DSL,Yes,Yes,70.86,2412.13,107.41,19,1,0,Credit card,0.22,-8.53,No
CUST-14549,68,Male,56,Month-to-month,Fiber optic,No,No,55.16,3082.75,103.64,24,1,0,Bank transfer,0.1645,11.15,No
CUST-14550,20,Female,14,Month-to-month,Cable,Yes,No,54.98,778.32,95.06,12,1,2,Mailed check,0.1229,6.45,No
CUST-14551,20,Male,8,Month-to-month,Fiber optic,Yes,Yes,81.93,691.05,68.52,16,1,0,Credit card,0.0306,14.37,Yes
CUST-14552,23,Male,30,Month-to-month,DSL,No,Yes,49.4,1381.81,94.94,27,0,1,Bank transfer,0.0474,13.55,No
CUST-14553,50,Male,9,Two year,Fiber optic,Yes,No,66.65,454.7,71.29,19,1,0,Electronic check,0.0724,14.5,Yes
CUST-14554,59,Male,18,One year,Fiber optic,No,No,68.57,1256.33,70.99,24,2,0,Bank transfer,0.0184,3.13,No
CUST-14555,30,Male,48,One year,Fiber optic,Yes,Yes,81.57,4092.86,81.76,22,2,0,Electronic check,0.0457,18.8,No
CUST-14556,27,Female,59,Month-to-month,Fiber optic,Yes,No,72.26,4301.7,78.04,17,1,0,Mailed check,0.0163,-4.22,No
CUST-14557,67,Male,50,Two year,Cable,Yes,Yes,64.05,3032.61,89.58,16,0,3,Electronic check,0.3278,18.19,No
CUST-14558,61,Female,23,Month-to-month,Cable,No,Yes,49.81,1498.23,13.36,25,2,0,Electronic check,0.5415,13.24,Yes
CUST-14559,55,Male,59,Month-to-month,Fiber optic,Yes,No,78.01,4454.38,62.87,17,0,0,Mailed check,0.1178,10.42,No
CUST-14560,46,Male,30,Month-to-month,Fiber optic,Yes,Yes,73.93,1998.0,35.7,18,0,1,Credit card,0.2704,2.36,No
CUST-14561,42,Male,14,Two year,Cable,Yes,No,48.43,889.26,87.34,22,1,0,Credit card,0.165,-5.58,No
CUST-14562,19,Male,55,Two year,Fiber optic,Yes,No,67.42,3610.71,43.11,16,0,1,Credit card,0.2268,2.56,No
CUST-14563,28,Male,38,One year,DSL,Yes,Yes,58.49,2163.13,58.21,17,1,1,Electronic check,0.0523,-15.69,No
CUST-14564,70,Male,27,One year,Fiber optic,Yes,Yes,69.1,2004.78,87.47,27,4,0,Electronic check,0.2167,15.0,Yes
CUST-14565,37,Female,48,Month-to-month,DSL,Yes,No,46.84,2448.65,96.4,17,2,1,Credit card,0.0204,-3.22,No
CUST-14566,58,Female,53,One year,None,Yes,No,35.86,1878.58,86.19,11,2,0,Mailed check,0.1313,-2.48,No
CUST-14567,58,Female,17,Month-to-month,Fiber optic,Yes,No,60.93,1124.74,83.07,18,1,0,Bank transfer,0.0413,-19.4,No
CUST-14568,35,Male,9,Month-to-month,None,Yes,No,43.75,611.21,36.51,18,3,0,Electronic check,0.1423,-10.11,Yes
CUST-14569,29,Female,38,Two year,Cable,Yes,No,48.87,1715.26,40.59,20,1,0,Electronic check,0.0602,33.94,No
CUST-14570,58,Female,4,Two year,None,Yes,Yes,49.52,232.83,32.83,13,2,0,Bank transfer,0.1166,-5.25,No
CUST-14571,23,Male,46,Month-to-month,Cable,Yes,No,59.05,2669.91,39.66,20,1,0,Electronic check,0.1613,14.69,Yes
CUST-14572,46,Male,32,Month-to-month,Cable,No,Yes,76.77,2311.44,68.8,11,2,0,Electronic check,0.0847,-13.1,No
CUST-14573,69,Female,16,Month-to-month,DSL,Yes,Yes,59.41,1062.17,89.13,22,1,1,Bank transfer,0.0637,-13.89,No
CUST-14574,59,Female,44,Month-to-month,Cable,Yes,No,48.16,2262.82,89.05,18,1,1,Bank transfer,0.0232,1.88,No
CUST-14575,62,Male,28,Month-to-month,Fiber optic,Yes,No,61.11,1787.95,20.56,20,1,0,Credit card,0.1868,2.88,No
CUST-14576,22,Male,28,One year,Cable,Yes,No,55.76,1630.26,64.13,22,2,0,Bank transfer,0.1665,-5.12,No
CUST-14577,29,Other,16,Month-to-month,DSL,Yes,No,32.52,487.27,58.42,12,2,0,Electronic check,0.0692,2.04,No
CUST-14578,33,Male,49,Month-to-month,Fiber optic,Yes,Yes,69.54,3445.71,9.39,20,0,1,Electronic check,0.1065,-7.2,Yes
CUST-14579,34,Female,66,Month-to-month,Fiber optic,Yes,No,74.36,4974.93,84.92,23,2,0,Credit card,0.1442,16.66,No
CUST-14580,29,Female,45,One year,Fiber optic,Yes,Yes,94.14,4517.65,84.25,23,2,0,Electronic check,0.1705,26.23,No
CUST-14581,74,Female,18,Month-to-month,DSL,Yes,No,49.28,693.29,50.42,16,1,1,Mailed check,0.0216,14.64,No
CUST-14582,27,Female,61,Month-to-month,Fiber optic,Yes,No,62.57,3743.93,57.57,20,5,0,Electronic check,0.0546,-14.3,No
CUST-14583,59,Male,9,One year,Fiber optic,Yes,No,77.2,671.82,68.49,13,3,1,Credit card,0.1777,7.45,No
CUST-14584,52,Female,21,One year,Fiber optic,Yes,No,79.13,1719.26,74.93,19,2,0,Electronic check,0.247,-4.89,No
CUST-14585,53,Female,3,Month-to-month,DSL,No,Yes,47.82,322.08,49.43,16,3,2,Credit card,0.2133,-4.9,No
CUST-14586,30,Female,62,One year,Fiber optic,Yes,No,74.37,4733.6,44.38,14,2,0,Credit card,0.2071,10.59,No
CUST-14587,35,Male,4,Month-to-month,Fiber optic,Yes,Yes,88.14,317.52,38.94,21,1,0,Electronic check,0.1242,3.37,No
CUST-14588,53,Male,40,One year,Fiber optic,Yes,No,72.31,2969.79,100.73,15,2,0,Bank transfer,0.4785,3.44,No
CUST-14589,35,Male,14,Month-to-month,DSL,Yes,Yes,54.17,744.59,94.27,21,2,1,Electronic check,0.19,2.63,No
CUST-14590,58,Male,16,Two year,Fiber optic,Yes,No,66.34,1092.09,38.78,16,1,0,Bank transfer,0.2859,-8.73,No
CUST-14591,20,Female,44,Two year,None,Yes,Yes,36.37,1724.04,43.5,13,2,2,Mailed check,0.1533,-10.15,No
CUST-14592,22,Female,58,One year,Fiber optic,Yes,No,64.51,3422.48,39.55,15,1,0,Bank transfer,0.1586,-1.35,No
CUST-14593,60,Female,2,Two year,Fiber optic,No,No,66.36,100.38,29.36,20,3,0,Credit card,0.1361,-0.3,No
CUST-14594,53,Female,12,Month-to-month,DSL,Yes,Yes,57.45,572.32,111.83,21,1,1,Electronic check,0.1195,6.99,No
CUST-14595,20,Male,21,One year,Cable,Yes,No,47.34,888.42,47.38,17,2,0,Bank transfer,0.1912,12.66,No
CUST-14596,70,Male,68,Month-to-month,DSL,Yes,No,52.39,3489.08,83.23,20,2,1,Credit card,0.0171,-0.11,No
CUST-14597,18,Male,5,Month-to-month,Fiber optic,Yes,No,77.72,164.06,56.87,20,1,2,Electronic check,0.1756,4.13,No
CUST-14598,73,Male,13,Month-to-month,DSL,Yes,Yes,57.75,904.83,59.73,25,1,2,Electronic check,0.1291,13.04,No
CUST-14599,60,Male,30,One year,DSL,Yes,No,49.42,1788.91,58.07,17,3,1,Electronic check,0.2287,-1.0,No
CUST-14600,75,Male,24,One year,DSL,Yes,Yes,69.29,1686.14,73.82,21,1,3,Electronic check,0.0931,7.19,Yes
CUST-14601,73,Male,4,Two year,None,Yes,Yes,53.22,406.98,60.56,16,1,1,Mailed check,0.0946,4.61,No
CUST-14602,36,Female,39,Month-to-month,None,Yes,Yes,48.82,1825.63,82.89,18,1,0,Electronic check,0.2162,-1.83,No
CUST-14603,61,Male,44,Two year,DSL,Yes,No,59.97,2798.61,92.73,20,1,0,Electronic check,0.5074,-13.24,No
CUST-14604,30,Male,13,Two year,Fiber optic,Yes,Yes,87.22,1078.51,50.11,21,2,0,Electronic check,0.2496,-9.35,No
CUST-14605,45,Male,50,Two year,DSL,Yes,No,49.18,2390.56,69.9,23,3,1,Electronic check,0.335,14.48,No
CUST-14606,31,Female,5,Month-to-month,None,Yes,Yes,47.71,258.27,25.79,16,0,0,Bank transfer,0.3213,-17.39,No
CUST-14607,46,Female,53,Month-to-month,None,Yes,Yes,45.85,2648.13,52.47,20,1,0,Electronic check,0.1113,23.31,No
CUST-14608,68,Male,19,One year,Fiber optic,Yes,No,83.86,1732.34,65.44,20,3,1,Electronic check,0.2025,-6.12,No
CUST-14609,43,Male,17,Two year,Fiber optic,Yes,Yes,82.02,1570.98,60.22,20,2,1,Electronic check,0.1108,-19.23,No
CUST-14610,23,Female,15,Month-to-month,Fiber optic,Yes,Yes,81.49,1051.25,62.39,18,3,0,Credit card,0.2842,-4.5,Yes
CUST-14611,36,Female,63,Month-to-month,Cable,Yes,Yes,80.1,4914.97,77.4,20,0,0,Bank transfer,0.0309,-25.05,No
CUST-14612,63,Female,37,Month-to-month,DSL,Yes,Yes,60.22,2169.94,82.41,13,4,1,Credit card,0.2455,-18.48,No
CUST-14613,48,Female,50,Month-to-month,Fiber optic,Yes,No,67.66,3561.34,13.98,14,2,0,Electronic check,0.2759,3.19,Yes
CUST-14614,50,Female,15,Two year,Fiber optic,No,No,46.88,787.08,69.39,20,0,0,Electronic check,0.1027,-16.79,No
CUST-14615,43,Female,5,Month-to-month,Fiber optic,Yes,No,67.0,121.17,57.45,27,2,0,Mailed check,0.4777,-16.18,Yes
CUST-14616,34,Male,3,Month-to-month,Cable,Yes,Yes,68.35,172.0,53.44,18,3,0,Electronic check,0.2489,2.65,Yes
CUST-14617,52,Female,32,One year,DSL,Yes,Yes,65.89,2028.17,98.5,23,3,0,Bank transfer,0.0626,2.88,No
CUST-14618,54,Male,24,Month-to-month,Fiber optic,Yes,No,69.96,1662.92,22.84,17,3,0,Electronic check,0.1751,7.97,Yes
CUST-14619,70,Female,56,Month-to-month,Cable,Yes,Yes,60.96,3686.67,63.72,28,2,1,Electronic check,0.2941,4.76,Yes
CUST-14620,53,Male,57,One year,DSL,Yes,Yes,61.78,3498.82,99.54,20,2,0,Bank transfer,0.1256,1.31,No
CUST-14621,75,Male,23,Month-to-month,Cable,Yes,Yes,54.64,1209.19,66.73,7,1,2,Bank transfer,0.2245,8.84,No
CUST-14622,65,Female,32,Two year,Cable,Yes,No,67.09,2005.91,42.2,10,0,0,Electronic check,0.6127,12.88,No
CUST-14623,22,Female,28,One year,Fiber optic,Yes,No,80.03,2341.79,59.81,20,1,0,Bank transfer,0.0767,2.75,No
CUST-14624,40,Male,49,Two year,Fiber optic,Yes,Yes,66.73,3255.2,107.51,17,0,0,Bank transfer,0.0016,8.07,No
CUST-14625,40,Other,46,Month-to-month,Fiber optic,Yes,Yes,73.09,3259.31,93.13,14,0,0,Bank transfer,0.039,-29.4,No
CUST-14626,18,Male,47,One year,Cable,Yes,No,60.47,2920.46,52.57,19,1,0,Credit card,0.146,-3.28,No
CUST-14627,28,Male,4,Month-to-month,None,Yes,Yes,57.34,185.87,101.84,18,4,0,Credit card,0.0341,19.24,No
CUST-14628,62,Female,25,One year,Fiber optic,Yes,Yes,78.64,1940.9,80.29,15,1,0,Electronic check,0.2212,-4.76,No
CUST-14629,38,Male,70,Month-to-month,Cable,Yes,No,60.74,4128.58,5.0,20,1,0,Electronic check,0.1771,0.0,No
CUST-14630,26,Male,25,Month-to-month,Cable,Yes,Yes,68.78,1488.06,62.45,10,1,0,Credit card,0.114,4.77,No
CUST-14631,34,Female,13,Month-to-month,None,Yes,Yes,34.14,540.76,108.8,13,2,0,Electronic check,0.2959,-5.58,Yes
CUST-14632,33,Male,15,Two year,DSL,Yes,No,47.62,762.76,61.24,11,4,0,Mailed check,0.0466,7.4,No
CUST-14633,28,Male,2,Two year,Fiber optic,Yes,No,64.69,165.84,101.5,21,1,0,Credit card,0.0593,-3.51,No
CUST-14634,23,Male,57,Month-to-month,Cable,Yes,Yes,68.65,3895.58,30.57,19,0,0,Electronic check,0.4186,-3.92,No
CUST-14635,62,Female,1,One year,Cable,Yes,Yes,62.22,62.22,33.59,20,3,1,Credit card,0.3199,-4.05,No
CUST-14636,65,Male,43,One year,Cable,Yes,Yes,67.23,2902.09,92.18,17,1,0,Electronic check,0.1137,-8.45,No
CUST-14637,46,Male,29,Month-to-month,Cable,Yes,No,57.64,1752.7,85.45,16,1,0,Electronic check,0.0591,-10.06,No
CUST-14638,53,Female,7,Month-to-month,Fiber optic,Yes,Yes,79.21,600.59,64.37,24,1,1,Mailed check,0.0598,-3.89,No
CUST-14639,71,Male,64,Two year,Cable,Yes,Yes,74.48,4681.29,85.85,12,1,0,Credit card,0.1418,2.77,No
CUST-14640,66,Male,54,One year,Fiber optic,Yes,Yes,81.7,4527.44,50.78,15,0,0,Bank transfer,0.1914,-2.58,No
CUST-14641,19,Female,60,One year,DSL,No,Yes,49.29,2963.91,37.97,17,2,1,Credit card,0.0039,-3.37,No
CUST-14642,73,Female,68,One year,Fiber optic,Yes,Yes,82.48,5612.64,74.28,10,0,0,Electronic check,0.0408,32.77,No
CUST-14643,21,Male,66,One year,Fiber optic,Yes,No,66.21,4303.62,58.11,21,1,1,Credit card,0.0322,10.66,No
CUST-14644,19,Female,51,Month-to-month,Fiber optic,Yes,No,62.47,3130.46,75.0,15,5,0,Mailed check,0.0189,-17.84,No
CUST-14645,41,Female,39,Two year,Cable,No,No,57.52,2267.89,69.95,17,2,2,Credit card,0.1103,5.0,No
CUST-14646,61,Male,51,Month-to-month,Cable,Yes,No,53.4,2562.97,56.96,17,4,1,Bank transfer,0.0212,5.48,No
CUST-14647,22,Female,33,Two year,Fiber optic,Yes,No,62.92,2026.79,110.22,19,4,1,Bank transfer,0.0654,44.1,No
CUST-14648,34,Female,14,Two year,DSL,Yes,Yes,69.63,910.55,40.1,15,2,1,Mailed check,0.2089,6.06,Yes
CUST-14649,33,Female,28,One year,Fiber optic,No,No,68.15,1883.46,68.67,17,4,0,Electronic check,0.1889,27.28,No
CUST-14650,41,Female,34,One year,DSL,No,No,40.71,1417.27,62.76,15,1,1,Mailed check,0.3958,-2.83,No
CUST-14651,75,Female,4,Month-to-month,Fiber optic,Yes,No,76.25,137.39,72.38,17,2,1,Electronic check,0.1146,-7.33,Yes
CUST-14652,37,Other,62,Month-to-month,DSL,Yes,No,46.75,3100.61,66.12,14,3,1,Electronic check,0.2172,-11.88,Yes
CUST-14653,30,Female,66,One year,None,Yes,Yes,48.37,3188.46,90.91,17,1,0,Electronic check,0.1535,12.59,No
CUST-14654,25,Female,31,Month-to-month,DSL,Yes,No,50.39,1630.8,72.5,12,0,1,Bank transfer,0.0803,-8.99,No
CUST-14655,29,Female,36,Month-to-month,Cable,Yes,No,55.46,2109.3,49.38,16,2,0,Electronic check,0.0868,-5.77,No
CUST-14656,25,Female,61,Two year,Cable,Yes,No,59.82,3868.37,40.36,19,1,0,Bank transfer,0.1771,8.17,No
CUST-14657,51,Female,33,Month-to-month,Fiber optic,Yes,Yes,71.16,2367.94,46.53,21,3,0,Mailed check,0.3388,-1.92,No
CUST-14658,42,Male,50,Month-to-month,Fiber optic,Yes,Yes,75.01,3641.98,45.48,18,1,2,Electronic check,0.159,3.82,No
CUST-14659,46,Male,38,Month-to-month,Fiber optic,Yes,No,55.64,1963.48,81.29,21,4,0,Credit card,0.0372,-13.08,No
CUST-14660,66,Female,20,One year,DSL,Yes,Yes,56.72,1188.7,63.02,14,2,0,Bank transfer,0.1951,-26.6,No
CUST-14661,51,Male,58,Month-to-month,Cable,Yes,No,59.78,3425.3,74.49,11,2,1,Credit card,0.2436,17.42,No
CUST-14662,26,Female,14,One year,DSL,Yes,Yes,48.9,881.22,31.94,17,2,0,Bank transfer,0.187,15.9,Yes
CUST-14663,39,Female,17,Month-to-month,DSL,Yes,Yes,61.67,962.56,57.42,17,2,1,Mailed check,0.0184,-0.96,No
CUST-14664,36,Female,50,Month-to-month,Fiber optic,Yes,No,54.62,2610.38,76.6,14,2,0,Bank transfer,0.1324,3.26,No
CUST-14665,65,Male,52,Month-to-month,Fiber optic,Yes,No,65.88,3297.98,89.96,17,1,1,Bank transfer,0.0133,-9.28,No
CUST-14666,35,Female,69,Month-to-month,None,Yes,No,35.31,2717.75,29.35,20,1,0,Electronic check,0.0836,-1.14,No
CUST-14667,26,Male,52,Two year,Fiber optic,Yes,No,69.85,3824.71,102.63,13,1,0,Bank transfer,0.34,31.08,No
CUST-14668,60,Female,2,Month-to-month,Cable,Yes,No,59.63,59.63,99.58,20,1,0,Electronic check,0.1786,23.51,Yes
CUST-14669,42,Male,62,Month-to-month,Fiber optic,Yes,No,58.39,3580.67,89.43,14,2,0,Bank transfer,0.0308,5.38,No
CUST-14670,23,Female,30,Month-to-month,Fiber optic,Yes,No,71.16,2088.28,95.37,15,1,1,Bank transfer,0.0738,-20.83,No
CUST-14671,58,Female,1,Month-to-month,Fiber optic,Yes,No,74.76,74.76,55.92,24,2,1,Credit card,0.1036,8.28,Yes
CUST-14672,30,Female,42,Month-to-month,None,Yes,No,32.87,1366.87,45.86,23,1,0,Bank transfer,0.0812,-1.17,No
CUST-14673,68,Female,13,Month-to-month,Fiber optic,No,No,60.31,864.59,67.04,20,1,0,Credit card,0.1476,-2.96,No
CUST-14674,66,Male,30,Two year,Cable,Yes,No,47.91,1446.74,72.23,13,0,0,Electronic check,0.2497,1.93,No
CUST-14675,39,Male,34,Month-to-month,Fiber optic,Yes,No,76.03,2554.65,50.0,14,1,0,Credit card,0.0381,25.14,No
CUST-14676,50,Male,6,One year,DSL,Yes,No,41.11,199.75,79.14,12,3,0,Mailed check,0.1169,3.78,Yes
CUST-14677,50,Female,62,One year,DSL,Yes,No,57.55,3518.8,98.83,14,1,0,Bank transfer,0.0884,13.98,No
CUST-14678,55,Female,37,Month-to-month,DSL,Yes,No,65.36,2442.63,86.49,14,0,0,Electronic check,0.067,7.14,No
CUST-14679,22,Male,70,One year,Fiber optic,No,No,58.5,4267.93,66.13,22,0,1,Bank transfer,0.1571,6.76,No
CUST-14680,36,Male,34,Two year,Fiber optic,Yes,Yes,73.59,2458.3,6.43,20,0,0,Electronic check,0.1201,10.03,No
CUST-14681,27,Male,43,One year,Cable,Yes,Yes,65.69,2733.61,28.14,12,2,0,Bank transfer,0.0516,-2.97,No
CUST-14682,58,Female,59,Two year,DSL,Yes,No,56.96,3252.07,62.74,16,2,0,Electronic check,0.1739,-14.24,No
CUST-14683,22,Male,16,One year,Fiber optic,Yes,Yes,72.6,1387.73,80.41,13,3,1,Bank transfer,0.0022,21.2,No
CUST-14684,47,Male,66,Month-to-month,DSL,Yes,Yes,43.95,3123.81,30.87,28,1,1,Mailed check,0.1193,-16.24,No
CUST-14685,60,Male,14,Two year,Fiber optic,Yes,Yes,86.89,1211.77,67.3,19,3,0,Electronic check,0.0451,5.52,No
CUST-14686,73,Male,72,Month-to-month,DSL,Yes,Yes,59.14,4272.45,82.07,18,0,1,Bank transfer,0.0845,23.82,No
CUST-14687,34,Male,47,One year,DSL,Yes,No,48.38,2244.23,63.44,25,3,0,Electronic check,0.2396,6.19,No
CUST-14688,18,Male,38,One year,Fiber optic,No,No,62.36,2236.16,50.09,15,2,1,Electronic check,0.2392,9.27,No
CUST-14689,59,Female,16,Two year,DSL,Yes,No,44.22,705.02,29.42,18,1,0,Credit card,0.3156,9.27,No
CUST-14690,18,Female,41,Two year,DSL,Yes,Yes,57.61,2186.25,83.54,18,1,1,Credit card,0.0278,16.05,No
CUST-14691,21,Male,40,Month-to-month,None,Yes,Yes,46.79,1775.06,49.29,13,2,1,Mailed check,0.4244,18.35,Yes
CUST-14692,75,Female,71,One year,Cable,Yes,Yes,70.36,4936.23,104.51,14,2,0,Electronic check,0.3228,-15.14,No
CUST-14693,68,Female,61,Month-to-month,DSL,Yes,Yes,59.18,3738.67,69.25,19,0,0,Electronic check,0.4111,17.81,No
CUST-14694,59,Female,35,One year,Cable,Yes,Yes,50.05,1759.61,73.86,18,2,1,Bank transfer,0.0116,1.29,No
CUST-14695,66,Female,29,One year,Fiber optic,Yes,No,67.67,1845.13,84.98,18,1,1,Bank transfer,0.0141,-7.06,No
CUST-14696,22,Male,28,Month-to-month,Cable,No,Yes,59.27,1791.03,56.25,14,4,0,Credit card,0.1029,-10.88,No
CUST-14697,23,Female,28,Two year,Fiber optic,No,No,62.86,1745.04,76.28,18,4,1,Credit card,0.0463,5.11,No
CUST-14698,35,Female,1,Month-to-month,Fiber optic,Yes,No,66.91,66.91,49.51,15,4,1,Mailed check,0.3142,-4.69,Yes
CUST-14699,19,Female,3,Month-to-month,DSL,Yes,Yes,72.64,292.77,45.79,25,2,0,Electronic check,0.4588,2.93,Yes
CUST-14700,69,Male,55,Two year,Fiber optic,Yes,No,66.78,3692.82,43.13,19,4,1,Mailed check,0.1385,1.98,No
CUST-14701,21,Male,19,One year,Cable,Yes,No,61.03,892.19,53.26,11,2,1,Mailed check,0.0903,5.52,No
CUST-14702,49,Male,30,One year,DSL,Yes,Yes,55.66,1688.86,114.4,19,1,2,Electronic check,0.1342,11.58,Yes
CUST-14703,67,Other,51,Month-to-month,Fiber optic,Yes,No,73.21,3651.24,43.31,12,2,1,Electronic check,0.4572,16.14,Yes
CUST-14704,60,Female,44,Month-to-month,DSL,No,No,31.55,1289.19,79.73,23,1,0,Credit card,0.1132,15.89,No
CUST-14705,31,Male,26,Month-to-month,DSL,Yes,No,60.48,1534.13,59.55,15,1,1,Bank transfer,0.1412,20.23,No
CUST-14706,45,Female,55,Month-to-month,Cable,Yes,No,60.25,3093.92,37.74,20,1,0,Electronic check,0.3119,-1.12,No
CUST-14707,49,Male,12,Month-to-month,Cable,Yes,Yes,63.19,729.53,83.99,17,3,0,Bank transfer,0.4642,-6.77,Yes
CUST-14708,62,Male,35,Month-to-month,Fiber optic,Yes,Yes,76.08,2695.29,52.92,9,3,1,Bank transfer,0.1027,0.99,No
CUST-14709,42,Female,8,One year,Cable,Yes,No,52.73,321.85,54.29,17,1,1,Mailed check,0.0275,-3.87,No
CUST-14710,34,Female,39,Month-to-month,Fiber optic,Yes,No,67.41,2593.42,90.99,15,0,0,Credit card,0.0259,-13.75,No
CUST-14711,64,Female,7,One year,Fiber optic,No,No,61.75,437.21,58.71,21,3,0,Mailed check,0.0793,-1.08,No
CUST-14712,69,Female,68,Two year,DSL,Yes,No,45.97,3181.78,70.37,23,2,1,Bank transfer,0.2525,10.25,No
CUST-14713,46,Female,48,Month-to-month,Fiber optic,Yes,No,75.04,3675.72,64.33,21,3,1,Credit card,0.0092,16.53,Yes
CUST-14714,19,Female,18,One year,Fiber optic,Yes,No,85.45,1463.65,62.75,17,2,0,Electronic check,0.0662,0.87,No
CUST-14715,47,Male,45,Month-to-month,Fiber optic,Yes,Yes,77.33,3446.83,33.33,22,1,0,Bank transfer,0.0869,14.97,No
CUST-14716,69,Female,26,Month-to-month,Cable,Yes,Yes,51.29,1148.63,85.59,18,2,0,Mailed check,0.2452,2.08,No
CUST-14717,75,Female,38,One year,None,Yes,Yes,42.47,1535.28,70.33,11,2,1,Credit card,0.3057,-26.59,No
CUST-14718,41,Male,13,Month-to-month,None,Yes,Yes,44.16,731.97,84.53,19,1,0,Credit card,0.0509,-14.32,No
CUST-14719,26,Male,37,Month-to-month,Fiber optic,Yes,No,75.2,2664.01,67.77,12,1,0,Electronic check,0.1942,6.89,Yes
CUST-14720,51,Male,8,Two year,DSL,Yes,No,44.94,499.89,90.35,25,2,1,Electronic check,0.1069,-19.73,No
CUST-14721,66,Male,12,Month-to-month,Cable,Yes,No,53.06,501.42,68.64,26,1,0,Credit card,0.0293,-14.02,Yes
CUST-14722,72,Female,43,One year,Fiber optic,Yes,Yes,73.88,3260.78,97.93,17,4,1,Electronic check,0.1441,-16.3,Yes
CUST-14723,21,Male,37,One year,DSL,Yes,Yes,49.9,1874.48,43.27,17,5,0,Electronic check,0.0539,-0.52,No
CUST-14724,34,Female,22,Month-to-month,Fiber optic,Yes,Yes,66.43,1660.26,46.03,21,2,0,Credit card,0.2423,4.84,No
CUST-14725,45,Male,5,One year,DSL,Yes,No,50.5,50.5,107.89,15,6,0,Electronic check,0.2125,-18.52,No
CUST-14726,23,Male,31,Month-to-month,Cable,Yes,Yes,56.76,1663.46,84.85,17,3,0,Bank transfer,0.1235,11.06,No
CUST-14727,69,Male,67,Month-to-month,Fiber optic,Yes,No,67.77,4740.37,109.77,22,3,0,Electronic check,0.0641,2.11,No
CUST-14728,24,Male,51,Two year,Fiber optic,Yes,No,74.47,3809.65,79.71,17,1,0,Electronic check,0.451,-13.88,No
CUST-14729,56,Other,5,Month-to-month,Cable,Yes,Yes,60.48,367.76,58.33,25,2,1,Electronic check,0.0572,2.45,Yes
CUST-14730,71,Male,68,One year,DSL,Yes,No,57.91,3836.05,109.82,24,4,1,Electronic check,0.1708,-7.09,No
CUST-14731,57,Male,31,Month-to-month,Fiber optic,Yes,Yes,73.78,2157.92,21.36,25,4,0,Bank transfer,0.3398,-7.26,No
CUST-14732,62,Male,42,Month-to-month,Fiber optic,Yes,Yes,68.24,3010.59,84.2,19,3,0,Bank transfer,0.1155,-13.23,No
CUST-14733,33,Male,1,One year,None,Yes,No,32.98,32.98,5.0,15,3,1,Bank transfer,0.0072,0.0,Yes
CUST-14734,65,Female,23,One year,DSL,Yes,Yes,61.3,1799.04,101.15,16,0,0,Mailed check,0.0299,-1.03,No
CUST-14735,42,Female,57,Month-to-month,DSL,Yes,Yes,64.51,3694.73,40.34,15,1,1,Bank transfer,0.2003,-1.15,No
CUST-14736,21,Male,24,One year,DSL,Yes,No,52.56,1355.22,57.65,14,2,1,Credit card,0.2098,0.46,No
CUST-14737,39,Female,12,Month-to-month,None,Yes,Yes,57.26,813.71,41.79,20,1,1,Credit card,0.1529,4.81,Yes
CUST-14738,38,Male,7,Month-to-month,Fiber optic,Yes,Yes,80.28,621.12,79.21,23,2,0,Bank transfer,0.2447,-0.42,No
CUST-14739,48,Female,67,One year,Fiber optic,Yes,Yes,75.22,5137.43,60.57,27,3,0,Electronic check,0.1586,-21.87,No
CUST-14740,33,Female,59,One year,Fiber optic,Yes,No,69.55,4261.65,98.17,21,1,1,Mailed check,0.0871,1.4,No
CUST-14741,44,Male,4,Month-to-month,Cable,Yes,No,48.83,191.46,49.18,17,0,0,Bank transfer,0.1071,-9.64,No
CUST-14742,42,Female,67,One year,Fiber optic,Yes,No,75.79,5010.21,36.66,15,3,0,Bank transfer,0.1093,15.45,No
CUST-14743,36,Female,60,Month-to-month,Fiber optic,Yes,No,60.24,3732.67,53.7,19,2,0,Bank transfer,0.0539,7.1,No
CUST-14744,58,Male,26,Two year,Fiber optic,Yes,Yes,71.69,2059.2,104.31,26,0,0,Credit card,0.0437,13.83,No
CUST-14745,35,Other,48,Two year,DSL,Yes,No,48.99,2265.7,90.03,21,1,0,Bank transfer,0.3645,-4.59,No
CUST-14746,62,Female,19,Month-to-month,DSL,Yes,No,43.29,1025.85,92.76,23,4,1,Bank transfer,0.035,12.67,No
